"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Dec 03 02:47:51 AST 2023","Sun Dec 03 02:48:09 AST 2023","18272","","Almosafer - Verify Flight Search","","Almosafer - Verify Flight Search","Verify Flight Search with a given criteria","Verify Flight Search with a given criteria",""
